timestamp,open,high,low,close,volume
1740577500000,2436.42,2437.54,2410.28,2416.8,7196.0347
1740578400000,2416.79,2416.85,2382.8,2391.43,21805.577
1740579300000,2391.42,2397.23,2370.0,2383.51,18027.9918
1740580200000,2383.47,2414.33,2375.81,2410.77,17025.8602
1740581100000,2410.78,2436.8,2405.31,2435.88,15608.2643
1740582000000,2435.89,2461.95,2434.51,2452.16,15646.5908
1740582900000,2452.15,2452.62,2427.77,2431.72,11701.0799
1740583800000,2431.71,2448.19,2431.1,2435.27,5777.236
1740584700000,2435.27,2443.89,2424.5,2428.47,6934.6075
1740585600000,2428.5,2434.2,2401.0,2409.9,11871.1106
1740586500000,2409.85,2410.19,2385.16,2404.25,13347.0706
1740587400000,2404.25,2413.33,2400.24,2405.26,7951.1552
1740588300000,2405.27,2406.0,2392.11,2398.69,5396.4385
1740589200000,2398.69,2407.62,2396.22,2403.9,4083.613
1740590100000,2403.9,2405.7,2383.41,2398.01,8500.6234
1740591000000,2398.0,2402.3,2373.11,2384.91,9822.3887
1740591900000,2384.91,2387.59,2355.5,2367.01,15177.0046
1740592800000,2367.01,2383.2,2365.97,2371.71,10355.2875
1740593700000,2371.68,2372.24,2307.16,2309.14,24317.7577
1740594600000,2309.19,2336.17,2266.1,2319.69,68625.8883
1740595500000,2319.78,2331.66,2281.0,2293.23,30054.9458
1740596400000,2293.21,2313.33,2287.11,2312.22,21022.17
1740597300000,2312.23,2318.7,2277.93,2279.81,16289.5054
1740598200000,2279.8,2301.99,2276.78,2299.4,15504.5866
1740599100000,2299.41,2306.89,2289.45,2296.29,16032.6457
1740600000000,2296.3,2322.17,2284.12,2289.48,15966.2537
1740600900000,2289.42,2315.0,2253.77,2303.69,47998.897
1740601800000,2303.49,2326.37,2298.1,2324.44,13560.1095
1740602700000,2324.44,2340.33,2321.71,2339.77,11941.3052
1740603600000,2339.76,2345.0,2322.23,2331.19,9041.0203
1740604500000,2331.19,2354.96,2318.72,2330.01,22825.9367
1740605400000,2330.0,2331.03,2304.6,2311.38,11100.0157
1740606300000,2311.38,2344.35,2301.62,2343.92,9040.5422
1740607200000,2343.93,2383.37,2341.76,2364.39,21219.4443
1740608100000,2364.39,2370.89,2349.77,2349.77,5935.6114
1740609000000,2349.77,2356.7,2344.64,2350.57,5048.457
1740609900000,2350.58,2364.7,2345.3,2349.0,3343.959
1740610800000,2348.99,2360.97,2340.01,2340.06,4238.1519
1740611700000,2340.06,2346.3,2327.61,2336.49,6242.546
1740612600000,2336.5,2339.6,2327.4,2330.36,4467.8842
1740613500000,2330.36,2338.2,2324.97,2336.37,5520.1678
1740614400000,2336.38,2346.99,2333.89,2338.79,7147.4036
1740615300000,2338.79,2348.19,2327.39,2334.99,5110.9141
1740616200000,2334.99,2340.78,2319.99,2339.59,6694.0262
1740617100000,2339.6,2349.3,2337.6,2337.88,4060.7481
1740618000000,2337.89,2339.0,2315.85,2334.67,7235.5601
1740618900000,2334.66,2365.08,2333.36,2357.89,9277.2903
1740619800000,2357.9,2360.71,2342.9,2346.98,5148.5408
1740620700000,2346.98,2354.78,2343.0,2344.51,4692.4307
1740621600000,2344.51,2349.7,2338.39,2346.81,3356.4535
1740622500000,2346.81,2370.9,2346.0,2359.99,5835.074
1740623400000,2360.0,2360.09,2340.31,2340.31,6854.7216
1740624300000,2340.31,2343.64,2328.34,2334.79,5573.7881
1740625200000,2334.79,2345.1,2332.8,2339.9,4852.0951
1740626100000,2339.9,2347.43,2328.87,2332.17,5570.5407
1740627000000,2332.17,2343.69,2325.49,2325.49,4637.6978
1740627900000,2325.49,2338.09,2323.47,2332.11,4944.2959
1740628800000,2332.11,2342.17,2318.0,2318.01,6223.3555
1740629700000,2318.01,2323.25,2310.39,2319.6,7388.2392
1740630600000,2319.61,2320.72,2303.22,2310.52,10271.7301
1740631500000,2310.52,2319.31,2304.54,2311.5,10877.8112
1740632400000,2311.49,2330.77,2307.71,2329.12,8346.5347
1740633300000,2329.11,2333.91,2318.07,2319.91,8590.3829
1740634200000,2319.91,2340.6,2319.61,2335.39,4811.0856
1740635100000,2335.38,2345.47,2335.38,2341.57,3959.9706
1740636000000,2341.57,2343.88,2333.79,2336.53,5011.7355
1740636900000,2336.53,2352.41,2335.0,2347.69,4831.1811
1740637800000,2347.69,2366.77,2347.31,2354.96,13053.9481
1740638700000,2354.97,2355.84,2346.51,2348.83,6040.4559
1740639600000,2348.84,2357.0,2346.71,2348.8,4525.758
1740640500000,2348.8,2361.0,2348.8,2360.09,5740.4213
1740641400000,2360.08,2373.2,2355.74,2364.59,7444.348
1740642300000,2364.59,2368.17,2356.12,2356.13,4706.4653
1740643200000,2356.13,2361.27,2352.01,2356.65,3199.8661
1740644100000,2356.66,2359.5,2344.66,2347.32,5462.7715
1740645000000,2347.32,2357.01,2343.41,2355.0,2946.5238
1740645900000,2355.0,2357.33,2348.44,2352.26,3208.6464
1740646800000,2352.26,2362.45,2351.39,2357.01,4782.0157
1740647700000,2357.01,2357.6,2346.43,2357.6,3918.2294
1740648600000,2357.6,2366.79,2356.47,2360.42,5407.4763
1740649500000,2360.42,2364.0,2355.16,2359.23,3573.5308
1740650400000,2359.23,2372.93,2356.0,2365.19,7191.3308
1740651300000,2365.19,2373.28,2363.51,2369.02,4237.8145
1740652200000,2369.02,2378.16,2366.17,2370.7,4766.6812
1740653100000,2370.71,2378.85,2365.19,2378.17,5609.2329
1740654000000,2378.17,2381.6,2367.23,2373.18,5509.9046
1740654900000,2373.17,2380.57,2364.19,2365.01,6009.9753
1740655800000,2365.01,2366.45,2350.4,2352.61,6465.5765
1740656700000,2352.62,2356.4,2347.12,2353.82,5553.166
1740657600000,2353.83,2356.89,2341.03,2343.27,6115.0786
1740658500000,2343.28,2353.0,2342.0,2352.31,3737.2735
1740659400000,2352.31,2361.5,2351.78,2360.53,3316.0539
1740660300000,2360.52,2360.86,2343.42,2347.09,4437.788
1740661200000,2347.08,2356.56,2345.22,2355.47,3497.4621
1740662100000,2355.46,2359.4,2347.56,2350.79,2510.7388
1740663000000,2350.8,2357.49,2336.2,2354.22,9438.2528
1740663900000,2354.12,2362.35,2327.37,2336.89,13522.3166
1740664800000,2336.88,2345.19,2334.01,2338.1,5445.1884
1740665700000,2338.1,2346.33,2322.73,2345.2,9068.3234
1740666600000,2345.2,2356.0,2326.03,2328.83,11100.8557
1740667500000,2328.88,2335.3,2305.11,2308.6,14329.0467
1740668400000,2308.54,2325.54,2290.78,2318.89,20315.3067
1740669300000,2318.89,2333.0,2316.0,2327.62,7529.6404
1740670200000,2327.51,2336.41,2315.96,2324.01,9078.9564
1740671100000,2324.01,2334.05,2319.34,2323.31,6527.7828
1740672000000,2323.31,2333.37,2319.9,2331.32,8240.107
1740672900000,2331.32,2337.5,2310.84,2315.27,7560.9725
1740673800000,2315.26,2318.3,2302.84,2310.39,8930.0172
1740674700000,2310.39,2313.99,2292.16,2295.89,5994.229
1740675600000,2295.9,2315.59,2293.2,2313.13,7800.1301
1740676500000,2313.14,2324.0,2307.83,2314.89,6663.5636
1740677400000,2314.9,2326.7,2308.8,2314.79,8187.3873
1740678300000,2314.8,2322.32,2312.03,2322.18,3777.4366
1740679200000,2322.19,2333.7,2319.68,2329.34,4343.5888
1740680100000,2329.35,2331.58,2322.0,2324.89,4784.931
1740681000000,2324.9,2330.98,2322.0,2323.77,5380.0168
1740681900000,2323.77,2332.9,2320.71,2326.99,4288.5227
1740682800000,2327.0,2327.69,2312.95,2314.28,4400.743
1740683700000,2314.27,2318.99,2303.01,2303.76,5130.4206
1740684600000,2303.76,2303.76,2278.79,2291.1,14380.3912
1740685500000,2291.1,2296.5,2282.2,2292.41,5664.622
1740686400000,2292.41,2294.48,2262.57,2275.6,10636.53
1740687300000,2275.6,2278.23,2263.21,2269.0,7435.3831
1740688200000,2269.0,2275.19,2265.5,2266.19,8266.054
1740689100000,2266.2,2269.5,2240.94,2256.45,23295.2721
1740690000000,2256.44,2261.13,2230.57,2250.32,17233.2969
1740690900000,2250.21,2270.58,2249.84,2260.25,8273.6894
1740691800000,2260.25,2279.99,2257.6,2277.94,6522.6659
1740692700000,2277.94,2284.52,2274.6,2282.77,4505.5416
1740693600000,2282.77,2283.0,2267.52,2278.45,6200.3238
1740694500000,2278.44,2280.33,2269.55,2270.71,2860.4416
1740695400000,2270.71,2278.99,2265.33,2275.08,2464.8946
1740696300000,2275.08,2293.48,2275.07,2291.9,2836.3362
1740697200000,2291.89,2292.82,2282.71,2287.53,4856.0801
1740698100000,2287.44,2300.36,2285.25,2290.38,5386.2873
1740699000000,2290.38,2311.52,2286.91,2302.21,8749.9734
1740699900000,2302.21,2309.27,2302.0,2307.72,1906.251
1740700800000,2307.72,2314.18,2303.0,2303.39,4165.9857
1740701700000,2303.4,2311.65,2301.95,2302.21,3968.0969
1740702600000,2302.21,2312.25,2296.39,2307.11,5900.8032
1740703500000,2307.11,2308.07,2294.61,2294.8,4919.5049
1740704400000,2294.8,2300.5,2292.56,2294.11,3707.1299
1740705300000,2294.12,2295.99,2254.16,2262.0,14598.693
1740706200000,2262.0,2263.75,2182.39,2220.7,108641.1902
1740707100000,2220.71,2229.6,2187.02,2193.56,28047.7677
1740708000000,2193.6,2226.21,2175.37,2215.81,32050.2106
1740708900000,2215.81,2217.83,2188.7,2205.49,16025.0714
1740709800000,2205.5,2207.08,2129.07,2147.15,88660.1806
1740710700000,2147.14,2172.61,2123.63,2167.86,40974.2439
1740711600000,2167.86,2195.26,2167.85,2179.77,18997.1225
1740712500000,2179.78,2186.1,2164.51,2165.68,10414.54
1740713400000,2165.68,2170.2,2152.91,2164.33,12146.9924
1740714300000,2164.32,2164.33,2137.28,2147.49,17511.5037
1740715200000,2147.49,2151.5,2094.94,2118.25,64769.8262
1740716100000,2118.24,2143.7,2118.05,2131.76,15850.7016
1740717000000,2131.77,2144.7,2099.36,2144.11,20240.3283
1740717900000,2144.11,2156.0,2133.32,2136.71,11810.122
1740718800000,2136.7,2140.73,2118.71,2121.51,14177.3586
1740719700000,2121.51,2138.51,2107.24,2115.29,15707.4968
1740720600000,2115.29,2126.7,2106.04,2122.78,11405.4641
1740721500000,2122.78,2131.69,2100.0,2131.5,18384.2336
1740722400000,2131.5,2142.95,2110.35,2110.8,16050.514
1740723300000,2110.8,2122.1,2100.33,2115.72,12189.655
1740724200000,2115.73,2128.33,2104.85,2105.72,10230.7364
1740725100000,2105.72,2114.33,2076.26,2109.15,34941.2571
1740726000000,2109.14,2130.4,2107.34,2121.09,11001.2757
1740726900000,2121.1,2135.6,2110.5,2114.5,10228.3121
1740727800000,2114.49,2121.79,2101.25,2108.4,19410.2173
1740728700000,2108.41,2108.61,2088.86,2106.2,18175.2675
1740729600000,2106.21,2122.39,2091.4,2097.0,15444.4094
1740730500000,2097.0,2106.05,2076.26,2103.19,23463.9783
1740731400000,2103.2,2116.4,2097.47,2097.5,17073.1961
1740732300000,2097.49,2124.56,2089.94,2120.21,13493.4977
1740733200000,2120.2,2128.99,2115.09,2118.59,10062.0362
1740734100000,2118.59,2148.69,2117.41,2144.49,14041.707
1740735000000,2144.49,2151.94,2135.7,2139.1,9751.6323
1740735900000,2139.1,2148.27,2134.8,2143.63,12071.0374
1740736800000,2143.63,2146.5,2124.61,2130.8,8436.4149
1740737700000,2130.7,2135.49,2120.75,2131.77,6378.9035
1740738600000,2131.71,2134.99,2112.35,2120.92,6326.1943
1740739500000,2120.91,2130.32,2114.45,2117.09,4025.5225
1740740400000,2117.08,2128.29,2116.8,2127.83,4945.5725
1740741300000,2127.83,2141.7,2125.49,2139.91,6881.7691
1740742200000,2139.91,2142.7,2130.03,2135.18,5907.2223
1740743100000,2135.17,2137.9,2123.0,2125.8,5919.9209
1740744000000,2125.8,2137.3,2122.35,2131.2,7216.1944
1740744900000,2131.2,2139.72,2121.1,2121.65,6720.1492
1740745800000,2121.65,2125.7,2107.26,2112.51,16660.1505
1740746700000,2112.51,2122.2,2105.38,2120.44,15944.3961
1740747600000,2120.44,2149.93,2116.69,2132.31,12941.1033
1740748500000,2132.32,2138.34,2117.86,2124.67,8291.5279
1740749400000,2124.65,2164.99,2123.78,2155.59,37770.9206
1740750300000,2155.59,2164.35,2148.24,2151.71,11444.2786
1740751200000,2151.71,2190.1,2151.32,2171.42,20133.4405
1740752100000,2171.42,2177.39,2159.2,2166.24,9986.756
1740753000000,2166.24,2175.0,2138.7,2173.3,19809.5407
1740753900000,2173.3,2183.2,2161.9,2166.41,10616.6435
1740754800000,2166.41,2203.34,2164.0,2201.77,12698.6445
1740755700000,2201.77,2224.98,2194.9,2223.89,23618.444
1740756600000,2223.89,2228.64,2207.21,2212.9,10345.263
1740757500000,2212.89,2226.9,2212.0,2223.01,10123.8491
1740758400000,2223.0,2229.24,2207.53,2211.54,8490.6708
1740759300000,2211.55,2221.09,2206.53,2212.31,7227.9219
1740760200000,2212.3,2246.3,2208.92,2232.61,12273.5164
1740761100000,2232.61,2235.99,2217.7,2222.51,9991.5231
1740762000000,2222.51,2230.96,2218.59,2230.53,6914.4474
1740762900000,2230.53,2241.39,2224.62,2234.41,5611.5118
1740763800000,2234.4,2238.05,2211.99,2213.75,7130.2622
1740764700000,2213.76,2218.3,2208.64,2209.3,5499.8635
1740765600000,2209.36,2218.64,2208.08,2217.13,5136.0839
1740766500000,2217.13,2225.59,2193.4,2210.08,12566.1892
1740767400000,2209.92,2240.69,2206.01,2226.9,11296.9958
1740768300000,2226.89,2255.13,2225.11,2228.11,11506.3463
1740769200000,2228.12,2236.6,2221.3,2223.31,5035.6947
1740770100000,2223.3,2233.69,2222.8,2230.99,4246.7726
1740771000000,2230.99,2238.5,2227.16,2237.77,4025.9197
1740771900000,2237.78,2238.69,2225.2,2230.15,3763.1882
1740772800000,2230.14,2238.28,2226.65,2227.3,3609.5936
1740773700000,2227.3,2228.09,2198.51,2206.81,9325.1435
1740774600000,2206.81,2209.49,2199.49,2209.44,5236.7286
1740775500000,2209.26,2221.09,2204.07,2216.13,5114.7874
1740776400000,2216.12,2234.6,2212.56,2228.5,4234.7184
1740777300000,2228.49,2231.97,2218.62,2218.91,2620.2031
1740778200000,2219.0,2223.6,2210.35,2220.36,3426.3146
1740779100000,2220.36,2229.16,2219.59,2225.3,2856.2269
1740780000000,2225.31,2231.96,2223.63,2229.46,2493.5304
1740780900000,2229.47,2231.0,2216.25,2217.99,3065.7017
1740781800000,2217.99,2223.62,2209.76,2217.51,3559.0592
1740782700000,2217.4,2220.0,2210.0,2216.58,2004.2919
1740783600000,2216.59,2220.9,2213.57,2218.51,2532.6179
1740784500000,2218.51,2227.42,2217.22,2225.81,1979.6808
1740785400000,2225.8,2236.54,2225.3,2236.37,2578.3091
1740786300000,2236.37,2239.69,2232.3,2237.59,2339.1219
1740787200000,2237.59,2245.41,2231.42,2244.39,2819.3746
1740788100000,2244.38,2246.58,2231.82,2233.59,2942.639
1740789000000,2233.6,2236.09,2223.62,2227.7,3429.9742
1740789900000,2227.71,2230.8,2215.51,2216.16,4482.1937
1740790800000,2216.17,2221.2,2213.33,2220.01,3233.5512
1740791700000,2220.01,2227.0,2217.62,2221.42,2369.8716
1740792600000,2221.42,2238.9,2219.5,2238.09,3126.6631
1740793500000,2238.09,2263.7,2234.02,2253.2,9148.5031
1740794400000,2253.2,2257.3,2240.0,2254.77,4617.3044
1740795300000,2254.78,2262.8,2247.4,2260.09,5608.2523
1740796200000,2260.09,2275.61,2255.44,2266.51,15214.2992
1740797100000,2266.45,2266.45,2254.52,2256.19,5988.5574
1740798000000,2256.2,2259.5,2249.63,2251.76,3764.1227
1740798900000,2251.77,2257.53,2249.0,2255.99,2627.3877
1740799800000,2255.99,2268.75,2253.77,2260.22,3702.6405
1740800700000,2260.22,2270.31,2257.4,2262.98,3096.3948
1740801600000,2262.98,2277.49,2258.4,2275.42,8359.8744
1740802500000,2275.42,2276.0,2266.72,2270.16,6134.181
1740803400000,2270.17,2281.14,2263.58,2278.9,7143.2259
1740804300000,2278.9,2278.9,2265.82,2270.48,4536.1481
1740805200000,2270.48,2270.63,2259.11,2259.31,6598.5585
1740806100000,2259.3,2263.15,2254.55,2261.02,4786.2126
1740807000000,2261.02,2261.1,2252.76,2253.07,3031.4567
1740807900000,2253.07,2258.4,2252.4,2255.9,2543.2478
1740808800000,2255.91,2259.96,2251.8,2252.49,2906.6718
1740809700000,2252.5,2252.5,2237.4,2238.19,8956.7477
1740810600000,2238.19,2240.69,2230.36,2239.04,5501.2331
1740811500000,2239.05,2241.0,2234.4,2236.49,2781.0344
1740812400000,2236.5,2236.5,2226.0,2227.5,4540.0882
1740813300000,2227.49,2230.57,2225.0,2225.6,3437.3317
1740814200000,2225.59,2229.9,2224.2,2227.09,3132.067
1740815100000,2227.09,2234.37,2225.62,2229.24,4580.102
1740816000000,2229.25,2236.37,2229.24,2232.68,4723.3831
1740816900000,2232.68,2239.77,2231.79,2235.0,4948.167
1740817800000,2235.01,2238.6,2228.91,2230.72,2435.1611
1740818700000,2230.73,2235.68,2227.1,2234.78,2582.858
1740819600000,2234.78,2236.69,2233.02,2233.87,2307.4178
1740820500000,2233.88,2239.49,2233.41,2237.0,2585.7689
1740821400000,2237.0,2237.38,2229.7,2230.31,2640.7744
1740822300000,2230.31,2233.6,2228.38,2233.4,1970.9514
1740823200000,2233.4,2233.67,2220.6,2226.11,4305.4874
1740824100000,2226.11,2227.1,2205.64,2219.29,8145.393
1740825000000,2219.29,2220.19,2206.7,2210.2,5505.5344
1740825900000,2210.19,2211.3,2200.0,2204.8,7828.7306
1740826800000,2204.8,2207.0,2179.53,2180.88,11918.2836
1740827700000,2180.88,2186.81,2171.41,2182.71,7342.3435
1740828600000,2182.71,2188.6,2181.4,2185.02,4936.4153
1740829500000,2185.01,2185.43,2181.4,2184.42,2626.4414
1740830400000,2184.43,2185.15,2171.4,2175.21,4513.318
1740831300000,2175.2,2187.7,2172.56,2177.64,5649.8887
1740832200000,2177.66,2182.7,2175.01,2178.2,3819.0827
1740833100000,2178.19,2185.86,2177.82,2181.3,3448.4644
1740834000000,2181.31,2184.6,2165.9,2167.9,6488.7584
1740834900000,2167.9,2168.0,2142.73,2151.26,13963.1159
1740835800000,2151.26,2157.6,2144.42,2153.0,4737.836
1740836700000,2152.99,2157.29,2143.4,2152.69,6598.6483
1740837600000,2152.7,2164.48,2149.3,2157.48,6116.5359
1740838500000,2157.49,2163.8,2154.28,2158.29,4291.1014
1740839400000,2158.3,2165.7,2152.81,2162.21,4344.6042
1740840300000,2162.22,2167.42,2159.3,2163.31,4565.1252
1740841200000,2163.32,2184.0,2158.7,2172.3,7634.1135
1740842100000,2172.29,2176.13,2164.6,2174.29,4865.4457
1740843000000,2174.3,2178.3,2170.3,2172.52,3443.0123
1740843900000,2172.52,2178.7,2171.76,2173.29,3155.5273
1740844800000,2173.3,2181.05,2169.4,2179.3,4003.8502
1740845700000,2179.31,2186.01,2173.36,2179.29,4501.7132
1740846600000,2179.28,2198.48,2172.37,2187.76,7057.6412
1740847500000,2187.76,2211.95,2186.5,2209.94,5683.0056
1740848400000,2209.94,2210.07,2194.49,2196.0,4356.199
1740849300000,2196.01,2204.31,2190.44,2196.21,6197.094
1740850200000,2196.21,2201.75,2192.46,2200.0,5158.9425
1740851100000,2199.99,2201.7,2196.48,2197.02,2848.0741
1740852000000,2197.01,2211.13,2193.31,2202.1,5143.3689
1740852900000,2202.09,2208.55,2201.81,2207.53,2232.7988
1740853800000,2207.54,2217.0,2207.15,2215.71,3817.4863
1740854700000,2215.7,2219.0,2208.61,2212.11,3271.6762
1740855600000,2212.11,2223.97,2211.23,2222.1,3966.7692
1740856500000,2222.09,2226.53,2218.61,2223.71,2310.4859
1740857400000,2223.7,2234.6,2219.57,2223.28,4345.7989
1740858300000,2223.29,2224.8,2219.49,2223.31,2113.4309
1740859200000,2223.31,2224.98,2217.59,2218.53,2461.8339
1740860100000,2218.53,2224.19,2215.32,2220.31,4514.845
1740861000000,2220.3,2223.2,2218.3,2222.38,1923.2571
1740861900000,2222.38,2226.1,2220.68,2225.3,2054.5082
1740862800000,2225.29,2226.0,2211.71,2213.06,5089.3537
1740863700000,2213.07,2219.0,2208.29,2217.07,4288.5108
1740864600000,2217.06,2221.98,2212.47,2215.39,3430.8434
1740865500000,2215.39,2233.67,2214.7,2229.53,5789.8775
1740866400000,2229.5,2235.99,2223.62,2224.31,4999.0426
1740867300000,2224.32,2225.18,2216.58,2219.91,3033.6171
1740868200000,2219.91,2220.68,2211.09,2219.35,3579.7316
1740869100000,2219.35,2221.4,2212.98,2214.99,2190.9281
1740870000000,2214.99,2217.72,2195.68,2200.39,5622.9892
1740870900000,2200.39,2209.65,2191.1,2206.79,4179.3848
1740871800000,2206.8,2211.3,2205.15,2207.71,2000.5986
1740872700000,2207.7,2219.95,2207.7,2217.39,4685.4714
1740873600000,2217.4,2221.3,2212.1,2212.45,3448.1176
1740874500000,2212.46,2217.57,2203.51,2210.3,4621.275
1740875400000,2210.31,2225.07,2208.89,2218.9,4137.8112
1740876300000,2218.89,2224.35,2214.57,2215.49,2770.0375
1740877200000,2215.5,2225.33,2215.0,2224.51,3545.3273
1740878100000,2224.51,2226.53,2218.71,2218.71,3331.8908
1740879000000,2218.7,2219.38,2209.13,2214.3,4714.8682
1740879900000,2214.29,2221.61,2211.29,2220.53,3416.9404
1740880800000,2220.53,2228.16,2216.58,2222.4,6189.3904
1740881700000,2222.41,2224.23,2212.1,2213.31,4345.6452
1740882600000,2213.31,2213.31,2201.1,2208.29,7455.4033
1740883500000,2208.3,2211.99,2205.1,2209.81,2436.7117
1740884400000,2209.8,2226.5,2209.8,2223.71,5809.3552
1740885300000,2223.71,2226.23,2214.81,2219.53,3006.3497
1740886200000,2219.57,2226.8,2215.91,2224.7,2814.1875
1740887100000,2224.69,2230.82,2219.41,2220.18,2741.3446
1740888000000,2220.19,2227.99,2220.18,2225.6,3037.1143
1740888900000,2225.59,2234.48,2219.1,2233.62,3415.917
1740889800000,2233.62,2235.6,2223.48,2228.41,3029.6232
1740890700000,2228.4,2230.29,2224.19,2227.11,2430.709
1740891600000,2227.11,2228.65,2224.66,2228.4,2023.5713
1740892500000,2228.41,2229.8,2224.0,2228.64,2086.7804
1740893400000,2228.65,2234.51,2227.3,2229.17,2666.3846
1740894300000,2229.18,2230.9,2226.7,2229.5,1592.8089
1740895200000,2229.5,2233.0,2223.49,2223.69,2502.2354
1740896100000,2223.68,2231.27,2218.2,2230.88,2669.7669
1740897000000,2230.88,2233.67,2225.62,2229.12,2891.0756
1740897900000,2229.12,2233.2,2222.11,2222.96,3842.7167
1740898800000,2222.95,2226.9,2218.59,2224.28,4517.0278
